# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
2 qid:100401 1:1.887133240699768 2:0.4708244800567627 3:0.8151670694351196 4:3.171281933784485
1 qid:100402 1:4.45661336183548 2:1.0224781036376953 3:2.125715494155884 4:9.515207052230835
1 qid:100402 1:3.430993676185608 2:0.824488639831543 3:1.159428358078003 4:5.419079661369324
2 qid:100402 1:4.4566128849983215 2:1.0224779844284058 3:2.125715494155884 4:9.515207052230835
1 qid:100402 1:3.430993676185608 2:0.824488639831543 3:1.159428358078003 4:5.419079661369324
1 qid:100403 1:4.357102870941162 2:0.9921866655349731 3:1.1707403659820557 4:4.736990332603455
2 qid:100403 1:2.23283314704895 2:0.5441107749938965 3:1.225095272064209 4:5.550925254821777
1 qid:100403 1:5.2000914216041565 2:1.2659306526184082 3:2.0976455211639404 4:7.3795387744903564
1 qid:100403 1:4.300973117351532 2:0.8888251185417175 3:2.1988706588745117 4:7.199216842651367
1 qid:100404 1:1.260219231247902 2:0.30258652567863464 3:0.3900398313999176 4:1.3987958431243896
2 qid:100404 1:1.4702871143817902 2:0.3379502594470978 3:0.7937124371528625 4:1.8873256593942642
1 qid:100404 1:1.8744689524173737 2:0.40296775102615356 3:0.4260009825229645 4:1.5984115302562714
1 qid:100404 1:1.6104413568973541 2:0.35705581307411194 3:0.4595543146133423 4:1.8696564435958862
1 qid:100405 1:4.672576189041138 2:1.1817550659179688 3:2.1667163372039795 4:9.235762357711792
1 qid:100405 1:3.2085494995117188 2:0.8731028437614441 3:2.0580873489379883 4:7.683683753013611
1 qid:100405 1:1.9205680191516876 2:0.4328468441963196 3:1.6673308610916138 4:5.55622410774231
2 qid:100405 1:2.933052211999893 2:0.7137206196784973 3:2.700648546218872 4:11.796892404556274
1 qid:100406 1:3.5524749159812927 2:0.8987677693367004 3:0.9094915986061096 4:4.135352313518524
2 qid:100406 1:4.9011969566345215 2:1.1015048027038574 3:2.9232702255249023 4:12.72851300239563
1 qid:100406 1:3.1791239380836487 2:0.7172508239746094 3:1.722400426864624 4:7.088861107826233
1 qid:100406 1:2.3284680247306824 2:0.47848963737487793 3:1.592441439628601 4:6.9728628396987915
1 qid:100407 1:1.3249872326850891 2:0.32020455598831177 3:0.43495023250579834 4:2.0916490256786346
1 qid:100407 1:1.3770388811826706 2:0.34270182251930237 3:0.6832659840583801 4:2.712186098098755
2 qid:100407 1:1.3754651546478271 2:0.2996861934661865 3:0.6257111430168152 4:2.5690664649009705
1 qid:100407 1:1.2305278331041336 2:0.27394258975982666 3:0.5337924361228943 4:2.456450402736664
1 qid:100408 1:3.52038437128067 2:0.8451021313667297 3:1.3647253513336182 4:5.131721794605255
2 qid:100408 1:6.100941777229309 2:1.3417584896087646 3:1.8983180522918701 4:8.893259167671204
1 qid:100408 1:4.605334758758545 2:0.97989821434021 3:1.8373857736587524 4:6.906108021736145
1 qid:100408 1:4.291824400424957 2:0.9618198275566101 3:1.7588386535644531 4:6.898058176040649
1 qid:100409 1:2.100040167570114 2:0.44964367151260376 3:1.2136459350585938 4:5.259132385253906
2 qid:100409 1:2.043554276227951 2:0.43548211455345154 3:1.153777003288269 4:4.999700248241425
1 qid:100409 1:2.1272509396076202 2:0.4461418688297272 3:1.2041345834732056 4:5.2179166078567505
1 qid:100409 1:2.098365932703018 2:0.4400838613510132 3:1.1786435842514038 4:5.107455611228943
1 qid:100410 1:3.386736035346985 2:0.8580545783042908 3:1.8668396472930908 4:7.0850114822387695
1 qid:100410 1:2.940703570842743 2:0.6620421409606934 3:1.813035011291504 4:6.880812406539917
1 qid:100410 1:2.734619528055191 2:0.6244489550590515 3:1.702957034111023 4:6.463045954704285
2 qid:100410 1:4.745955765247345 2:1.1373556852340698 3:2.976876735687256 4:11.909633159637451
2 qid:100411 1:3.7995824813842773 2:0.8670344352722168 3:1.2726035118103027 4:4.871414124965668
1 qid:100411 1:2.020870178937912 2:0.4368392825126648 3:0.7127314805984497 4:3.176008880138397
1 qid:100411 1:2.786136269569397 2:0.6476841568946838 3:0.8829207420349121 4:3.4352099895477295
1 qid:100411 1:4.44569605588913 2:0.9549074172973633 3:2.3018946647644043 4:6.356361269950867
2 qid:100412 1:8.834582328796387 2:1.9052056074142456 3:3.531506299972534 4:16.565145015716553
1 qid:100412 1:6.615478277206421 2:1.737747311592102 3:1.9238744974136353 4:9.230197668075562
1 qid:100412 1:4.87197083234787 2:1.008760690689087 3:1.340415120124817 4:6.250022053718567
1 qid:100412 1:6.656582951545715 2:1.7645379304885864 3:2.405892848968506 4:10.137154936790466
2 qid:100413 1:4.094250202178955 2:0.8973349332809448 3:1.2994964122772217 4:6.092845797538757
1 qid:100413 1:4.094250202178955 2:0.8973349332809448 3:1.2994964122772217 4:6.092845797538757
1 qid:100413 1:4.3156198263168335 2:0.9727940559387207 3:1.3792856931686401 4:5.864816308021545
1 qid:100413 1:4.173704266548157 2:0.8956477642059326 3:1.2746697664260864 4:5.796340823173523
2 qid:100414 1:4.335405111312866 2:0.9151967167854309 3:2.169339656829834 4:9.015500545501709
1 qid:100414 1:3.2408717274665833 2:0.7282901406288147 3:1.7293448448181152 4:6.8211829662323
1 qid:100414 1:2.767506778240204 2:0.5704374313354492 3:1.3983707427978516 4:6.295556426048279
1 qid:100414 1:3.914118230342865 2:0.9011361598968506 3:1.5060621500015259 4:6.7396479845047
1 qid:100415 1:0.9060565233230591 2:0.20357169210910797 3:0.49384599924087524 4:2.227429121732712
1 qid:100415 1:2.136986404657364 2:0.5053665041923523 3:0.6607580184936523 4:2.915169358253479
2 qid:100415 1:1.5220224857330322 2:0.34040674567222595 3:0.8770331740379333 4:3.2275428771972656
1 qid:100415 1:1.6278260052204132 2:0.34651607275009155 3:0.6943691968917847 4:2.9681116938591003
1 qid:100416 1:3.137828528881073 2:0.6498615741729736 3:1.2015012502670288 4:5.035983026027679
1 qid:100416 1:3.137828528881073 2:0.6498615741729736 3:1.2015012502670288 4:5.035983026027679
1 qid:100416 1:4.764846205711365 2:0.9824013710021973 3:1.5043827295303345 4:6.749386429786682
2 qid:100416 1:3.5015194416046143 2:0.8508741855621338 3:1.2528942823410034 4:5.200413644313812
1 qid:100417 1:12.73283839225769 2:2.6956026554107666 3:5.723357677459717 4:27.221513271331787
1 qid:100417 1:12.657992601394653 2:2.703341484069824 3:5.83678674697876 4:27.76100778579712
2 qid:100417 1:9.404725670814514 2:2.052849054336548 3:5.71456241607666 4:26.66964817047119
1 qid:100417 1:9.463013291358948 2:1.9404258728027344 3:4.796187877655029 4:22.811696529388428
1 qid:100418 1:3.001522719860077 2:0.6455309987068176 3:1.36735999584198 4:5.985482454299927
1 qid:100418 1:2.578923612833023 2:0.5911022424697876 3:1.0324996709823608 4:4.576064646244049
1 qid:100418 1:2.8047563433647156 2:0.5959432125091553 3:0.9770439863204956 4:4.33028370141983
2 qid:100418 1:2.760926306247711 2:0.5665191411972046 3:0.95318603515625 4:4.224544882774353
1 qid:100419 1:1.7698247134685516 2:0.4256715178489685 3:0.8157656788825989 4:3.344428241252899
1 qid:100419 1:1.9631710350513458 2:0.42710837721824646 3:0.8035093545913696 4:3.31589537858963
2 qid:100419 1:2.5862344205379486 2:0.6136370301246643 3:1.1031190156936646 4:4.252471089363098
1 qid:100419 1:2.1231738328933716 2:0.5383702516555786 3:0.8677418828010559 4:3.6184651851654053
1 qid:100420 1:2.511744797229767 2:0.646811306476593 3:0.5422890186309814 4:2.6203375458717346
1 qid:100420 1:1.6570394337177277 2:0.4254024922847748 3:0.4982847571372986 4:2.1535343527793884
2 qid:100420 1:4.707384169101715 2:1.015849232673645 3:1.319031000137329 4:5.8910151720047
1 qid:100420 1:2.622618854045868 2:0.5831507444381714 3:0.9532816410064697 4:4.543876588344574
1 qid:100421 1:1.9038501381874084 2:0.5862753391265869 3:0.46566128730773926 4:2.085577607154846
1 qid:100421 1:1.6221936643123627 2:0.4137822985649109 3:0.3975452184677124 4:1.5785190761089325
1 qid:100421 1:1.7328799366950989 2:0.5070600509643555 3:0.42819562554359436 4:1.6890479028224945
2 qid:100421 1:2.101578861474991 2:0.706000804901123 3:0.9790967702865601 4:3.8404921293258667
1 qid:100422 1:4.305602014064789 2:0.9401159286499023 3:2.550581455230713 4:11.163093328475952
1 qid:100422 1:4.5252567529678345 2:0.9979153275489807 3:3.6137535572052 4:13.83037543296814
2 qid:100422 1:4.571631491184235 2:0.9660475254058838 3:2.8244452476501465 4:11.24998664855957
1 qid:100422 1:4.405055105686188 2:0.9702844023704529 3:2.7793073654174805 4:11.0701984167099
1 qid:100423 1:2.946196496486664 2:0.6686561703681946 3:2.723116636276245 4:7.2447521686553955
1 qid:100423 1:3.464504659175873 2:0.9929732084274292 3:2.6937716007232666 4:7.315164685249329
1 qid:100423 1:3.1909937262535095 2:0.7070537805557251 3:2.673189401626587 4:7.37050724029541
2 qid:100423 1:3.1765559911727905 2:0.7989729046821594 3:3.168531894683838 4:8.499059915542603
1 qid:100424 1:3.504147529602051 2:0.9881905913352966 3:1.777614712715149 4:6.100839614868164
1 qid:100424 1:4.093995749950409 2:1.0966039896011353 3:1.685606837272644 4:7.7798978090286255
2 qid:100424 1:4.797142148017883 2:1.1562477350234985 3:1.7912869453430176 4:8.074560403823853
1 qid:100424 1:4.256076216697693 2:1.0541739463806152 3:1.6104601621627808 4:6.092200577259064
1 qid:100425 1:2.87156480550766 2:0.6565335988998413 3:0.7411141395568848 4:2.7849433720111847
2 qid:100425 1:2.9893851280212402 2:0.6641486287117004 3:0.7472537755966187 4:2.8797956109046936
1 qid:100425 1:2.6517586708068848 2:0.6062787771224976 3:0.6965766549110413 4:2.8048117756843567
1 qid:100425 1:2.7574630975723267 2:0.6126227378845215 3:0.7019744515419006 4:2.8799677193164825
1 qid:100426 1:1.9038131535053253 2:0.41013312339782715 3:0.7013148069381714 4:2.644557476043701
1 qid:100426 1:1.1924353241920471 2:0.2828148305416107 3:0.5991798639297485 4:2.45988729596138
1 qid:100426 1:1.4717390537261963 2:0.30997180938720703 3:0.5109531283378601 4:2.2142777144908905
2 qid:100426 1:1.8264054656028748 2:0.4286128282546997 3:0.5839757323265076 4:2.569451928138733
2 qid:100427 1:1.8924747109413147 2:0.4200480282306671 3:1.1372909545898438 4:4.40581750869751
1 qid:100427 1:2.028399646282196 2:0.45021751523017883 3:0.9359963536262512 4:4.287554025650024
1 qid:100427 1:1.7139276266098022 2:0.4118366241455078 3:0.6406010985374451 4:3.103768050670624
1 qid:100427 1:1.5161549150943756 2:0.34212151169776917 3:0.6368883848190308 4:2.9577414989471436
1 qid:100428 1:1.9683753550052643 2:0.42326489090919495 3:0.566558301448822 4:2.5609859228134155
2 qid:100428 1:1.7177019119262695 2:0.39371928572654724 3:0.7400723695755005 4:2.7711949944496155
1 qid:100428 1:2.6048265397548676 2:0.5672900676727295 3:0.8935449719429016 4:4.325712084770203
1 qid:100428 1:2.2962431609630585 2:0.4865756034851074 3:0.8988434076309204 4:3.6225006580352783
1 qid:100429 1:1.5859383046627045 2:0.334415078163147 3:0.7534545660018921 4:2.8829463720321655
2 qid:100429 1:1.3667841404676437 2:0.3170156478881836 3:0.6223691701889038 4:2.2588379085063934
1 qid:100429 1:1.3268003016710281 2:0.3329286575317383 3:0.585819661617279 4:2.1036881804466248
1 qid:100429 1:1.456614911556244 2:0.3224857449531555 3:0.7423793077468872 4:2.8190197944641113
2 qid:100430 1:4.121990919113159 2:1.0108234882354736 3:1.8713808059692383 4:8.652413606643677
1 qid:100430 1:3.00846266746521 2:0.6846018433570862 3:0.9075652360916138 4:4.051357328891754
1 qid:100430 1:2.9005238115787506 2:0.7594518661499023 3:0.9224869012832642 4:3.993285894393921
1 qid:100430 1:2.527018576860428 2:0.5748971104621887 3:1.1412041187286377 4:5.200219750404358
1 qid:100431 1:1.565165936946869 2:0.46331778168678284 3:0.849626898765564 4:3.793347477912903
2 qid:100431 1:2.125314712524414 2:0.5879142880439758 3:1.1453015804290771 4:5.011899352073669
1 qid:100431 1:1.3616397976875305 2:0.3002007007598877 3:0.6518473625183105 4:2.7770791053771973
1 qid:100431 1:1.679049700498581 2:0.3940926194190979 3:1.01694655418396 4:3.9045485854148865
1 qid:100432 1:0.9759478271007538 2:0.22221268713474274 3:0.3507167100906372 4:1.6563802063465118
1 qid:100432 1:1.0350233763456345 2:0.2214333713054657 3:0.4008294939994812 4:1.7753446102142334
2 qid:100432 1:0.9902820736169815 2:0.25897470116615295 3:0.3229221999645233 4:1.5251108705997467
1 qid:100432 1:0.8642212599515915 2:0.17824497818946838 3:0.3999927341938019 4:1.6451615393161774
1 qid:100433 1:2.177662670612335 2:0.5556959509849548 3:1.2445939779281616 4:5.067816495895386
2 qid:100433 1:2.455997198820114 2:0.662645697593689 3:1.4902708530426025 4:6.227306127548218
1 qid:100433 1:2.4015485048294067 2:0.6496927738189697 3:1.5231736898422241 4:6.383191704750061
1 qid:100433 1:1.5593076050281525 2:0.42950043082237244 3:0.9865317940711975 4:3.9227481484413147
1 qid:100434 1:1.882384479045868 2:0.39920705556869507 3:1.2056878805160522 4:4.013765394687653
1 qid:100434 1:1.7292274832725525 2:0.36170777678489685 3:1.0864379405975342 4:3.9867780208587646
1 qid:100434 1:1.8732658922672272 2:0.4767875075340271 3:1.1181720495224 4:4.0226481556892395
2 qid:100434 1:1.5207383930683136 2:0.31702685356140137 3:0.9523568749427795 4:3.788968801498413
2 qid:100435 1:2.5371732115745544 2:0.5196717977523804 3:1.5101351737976074 4:6.458318471908569
1 qid:100435 1:2.518494129180908 2:0.5177932977676392 3:1.5568686723709106 4:6.658181071281433
1 qid:100435 1:2.4859668612480164 2:0.5111057758331299 3:1.4857279062271118 4:6.353937149047852
1 qid:100435 1:2.4511367678642273 2:0.5039448738098145 3:1.4774928092956543 4:6.318718910217285
1 qid:100436 1:1.880681425333023 2:0.49001544713974 3:0.7753719687461853 4:3.264345943927765
1 qid:100436 1:1.6224836707115173 2:0.37714675068855286 3:0.6821278929710388 4:2.9304405450820923
2 qid:100436 1:2.863453507423401 2:0.7824066877365112 3:1.3538082838058472 4:5.439609885215759
1 qid:100436 1:1.7234179973602295 2:0.3866746127605438 3:0.7161870002746582 4:3.1602566242218018
2 qid:100437 1:5.073143303394318 2:1.272605061531067 3:1.9768353700637817 4:9.781941056251526
1 qid:100437 1:3.089200735092163 2:0.6863076686859131 3:1.1915242671966553 4:4.872258543968201
1 qid:100437 1:2.9147815704345703 2:0.6052902340888977 3:1.5252047777175903 4:5.3152448534965515
1 qid:100437 1:3.09713476896286 2:0.6357187628746033 3:1.3118231296539307 4:5.392549753189087
1 qid:100438 1:3.010230928659439 2:0.8739182353019714 3:1.2842555046081543 4:5.417677521705627
2 qid:100438 1:3.5312759280204773 2:1.0193041563034058 3:1.4488084316253662 4:7.244042158126831
1 qid:100438 1:3.11639666557312 2:0.8443767428398132 3:1.2718302011489868 4:5.879593253135681
1 qid:100438 1:3.2624937891960144 2:0.826030433177948 3:1.399842381477356 4:6.471385836601257
1 qid:100439 1:3.032467246055603 2:0.632610559463501 3:1.4285985231399536 4:6.640628218650818
1 qid:100439 1:3.4082301259040833 2:0.7331278920173645 3:1.4939831495285034 4:6.9445589780807495
1 qid:100439 1:3.4730151295661926 2:0.846427321434021 3:1.484537124633789 4:6.900650501251221
2 qid:100439 1:3.4515392184257507 2:0.7753028273582458 3:1.7881748676300049 4:7.456985712051392
1 qid:100440 1:1.7649193704128265 2:0.46351563930511475 3:1.0318533182144165 4:4.358217716217041
2 qid:100440 1:1.5561915636062622 2:0.32600137591362 3:0.9212360382080078 4:3.9921600818634033
1 qid:100440 1:2.071043848991394 2:0.4697798788547516 3:1.12131929397583 4:4.836801767349243
1 qid:100440 1:1.9889506697654724 2:0.44397079944610596 3:1.158253788948059 4:5.1423258781433105
1 qid:100441 1:2.951301723718643 2:0.7136788964271545 3:0.7381899952888489 4:3.1763529181480408
1 qid:100441 1:2.9103372395038605 2:0.7062991857528687 3:0.730812132358551 4:3.144606590270996
1 qid:100441 1:3.712762951850891 2:0.8932296633720398 3:0.9227801561355591 4:4.059748411178589
2 qid:100441 1:3.0403507947921753 2:0.6699258685112 3:1.0052322149276733 4:4.266575515270233
1 qid:100442 1:1.9684686660766602 2:0.570821225643158 3:1.389082431793213 4:4.234197199344635
2 qid:100442 1:1.8582377433776855 2:0.46253278851509094 3:2.277219772338867 4:6.392475724220276
1 qid:100442 1:1.7053851783275604 2:0.387283056974411 3:1.4575659036636353 4:4.433399319648743
1 qid:100442 1:1.8368708193302155 2:0.48903322219848633 3:1.3798160552978516 4:4.205951511859894
1 qid:100443 1:1.8179093897342682 2:0.3846530020236969 3:0.48039767146110535 4:2.2663053572177887
1 qid:100443 1:1.825990468263626 2:0.3838762640953064 3:0.4817410111427307 4:2.2726428508758545
2 qid:100443 1:1.8247802257537842 2:0.3862568736076355 3:0.48119649291038513 4:2.270074039697647
1 qid:100443 1:1.8195554912090302 2:0.3823016881942749 3:0.48093944787979126 4:2.2688613831996918
1 qid:100444 1:2.968641012907028 2:0.7284626960754395 3:1.2139577865600586 4:4.785971403121948
1 qid:100444 1:3.255821704864502 2:0.7590745091438293 3:1.2521710395812988 4:4.936625957489014
2 qid:100444 1:3.3715336322784424 2:0.8552358150482178 3:1.3017946481704712 4:5.787509083747864
1 qid:100444 1:3.4575355052948 2:0.8698865175247192 3:1.2227535247802734 4:4.891045093536377
2 qid:100445 1:2.134521484375 2:0.5254174470901489 3:0.9748706221580505 4:3.936336100101471
1 qid:100445 1:2.1345740258693695 2:0.5260776877403259 3:0.7803486585617065 4:3.5577098727226257
1 qid:100445 1:1.8773419857025146 2:0.4943705201148987 3:1.1044893264770508 4:3.955108940601349
1 qid:100445 1:2.251722365617752 2:0.5235242247581482 3:0.7793413400650024 4:3.553117513656616
1 qid:100446 1:2.5563480257987976 2:0.626054584980011 3:0.6943777203559875 4:3.0751856565475464
2 qid:100446 1:2.3756895065307617 2:0.5847839713096619 3:0.6653854250907898 4:3.1549158096313477
1 qid:100446 1:2.6953554153442383 2:0.6634012460708618 3:0.9537076950073242 4:4.1020113825798035
1 qid:100446 1:2.844932347536087 2:0.7229022979736328 3:1.0201810598373413 4:4.050173580646515
2 qid:100447 1:3.2309552431106567 2:0.742917001247406 3:0.7115961909294128 4:3.2137221097946167
1 qid:100447 1:3.848721742630005 2:0.9215944409370422 3:1.0196070671081543 4:4.882871210575104
1 qid:100447 1:3.7227450609207153 2:0.8649731278419495 3:1.0817393064498901 4:4.648220896720886
1 qid:100447 1:4.492489576339722 2:1.0299681425094604 3:1.101187825202942 4:5.138080418109894
1 qid:100448 1:1.7200940549373627 2:0.4860610067844391 3:0.607218861579895 4:2.8046096563339233
1 qid:100448 1:2.9572269916534424 2:0.894291877746582 3:1.204189419746399 4:4.961015164852142
1 qid:100448 1:2.2087574005126953 2:0.4781557619571686 3:1.1633596420288086 4:4.243572473526001
2 qid:100448 1:2.1295539140701294 2:0.46218425035476685 3:1.004313349723816 4:4.036161243915558
1 qid:100449 1:1.2234647274017334 2:0.36007997393608093 3:1.1332476139068604 4:3.8444578051567078
2 qid:100449 1:1.2328128069639206 2:0.2746121883392334 3:0.8185414671897888 4:4.056997299194336
